Player,Year,FirstServe,FirstServePointsWon,FirstServeReturnPointsWon,SecondServePointsWon,SecondServeReturnPointsWon,Aces,BreakPointsConverted,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,ServiceGamesPlayed,ServiceGamesWon,TotalPointsWon,TotalServicePointsWon,Wins,Losses,Winnings,Ranking
Paolo Lorenzi,2017,0.59,0.7,0.26,0.53,0.48,266,0.37,377,367,0.59,158,736,0.18,0.35,731,0.79,0.49,0.63,25,35,979470,63
Luke Saville,2014,0.59,0.7,0.29,0.51,0.43,24,0.5,34,20,0.65,17,53,0.19,0.35,51,0.76,0.49,0.62,2,2,106516,452
Ernests Gulbis,2012,0.59,0.76,0.26,0.48,0.47,328,0.36,202,194,0.61,144,406,0.17,0.34,399,0.8,0.49,0.65,17,18,243210,193
Tristan Lamasine,2017,0.59,0.74,0.29,0.52,0.45,9,0.75,11,4,0.82,9,15,0.2,0.35,16,0.88,0.51,0.65,0,2,19217,398
Donald Young,2010,0.59,0.66,0.29,0.46,0.45,33,0.54,80,46,0.56,36,108,0.23,0.36,108,0.68,0.48,0.58,3,6,117531,131
Elias Ymer,2017,0.59,0.69,0.23,0.44,0.45,30,0.46,62,24,0.66,19,73,0.15,0.32,74,0.72,0.47,0.59,4,5,123167,133
Denis Kudla,2016,0.59,0.7,0.27,0.48,0.48,157,0.42,196,148,0.56,85,328,0.19,0.35,324,0.73,0.48,0.61,8,20,371614,117
Kyle Edmund,2016,0.59,0.72,0.27,0.51,0.5,233,0.4,285,263,0.64,111,458,0.23,0.36,467,0.78,0.5,0.64,21,20,729009,23
Sergiy Stakhovsky,2012,0.59,0.71,0.27,0.52,0.45,261,0.33,269,239,0.63,123,504,0.16,0.35,502,0.8,0.49,0.63,16,28,339436,121
Blaz Kavcic,2012,0.59,0.63,0.3,0.45,0.49,79,0.46,160,107,0.49,71,212,0.23,0.37,213,0.62,0.47,0.56,6,15,199752,127
Stefan Kozlov,2017,0.59,0.67,0.24,0.45,0.48,40,0.35,78,51,0.53,45,110,0.16,0.34,108,0.66,0.46,0.58,2,9,173581,170
Elias Ymer,2015,0.59,0.69,0.24,0.47,0.48,40,0.34,100,68,0.57,36,156,0.15,0.34,155,0.72,0.47,0.6,4,9,229701,133
Alex Bolt,2017,0.59,0.67,0.32,0.44,0.45,25,0.27,14,15,0.36,7,26,0.15,0.38,27,0.67,0.47,0.57,5,2,52917,177
Tim Smyczek,2012,0.59,0.69,0.29,0.49,0.49,38,0.36,68,66,0.51,24,117,0.21,0.38,117,0.72,0.49,0.61,3,6,122918,123
Pablo Andujar,2012,0.59,0.65,0.31,0.48,0.52,78,0.4,404,382,0.53,229,589,0.26,0.4,582,0.67,0.49,0.58,19,29,566868,154
Peter Polansky,2017,0.59,0.67,0.25,0.47,0.52,34,0.39,60,41,0.62,20,78,0.21,0.36,75,0.69,0.47,0.58,2,4,208137,124
Gilles Muller,2013,0.59,0.75,0.22,0.46,0.45,112,0.28,63,40,0.57,35,120,0.09,0.29,119,0.77,0.47,0.63,4,8,119571,28
Peter Polansky,2014,0.59,0.65,0.27,0.47,0.48,27,0.49,55,39,0.38,29,95,0.2,0.35,94,0.64,0.46,0.58,2,8,138634,124
Jurgen Zopp,2017,0.59,0.74,0.27,0.46,0.42,14,0.56,10,9,0.5,5,24,0.21,0.33,24,0.79,0.48,0.62,1,2,47302,137
Grega Zemlja,2012,0.59,0.71,0.28,0.5,0.52,132,0.46,142,111,0.63,43,232,0.22,0.36,228,0.77,0.5,0.62,11,8,255276,898
Gerald Melzer,2013,0.59,0.53,0.21,0.48,0.42,3,0.5,18,4,0.56,3,18,0.11,0.31,17,0.53,0.41,0.51,0,2,41441,115
Andrey Kuznetsov,2015,0.59,0.69,0.28,0.48,0.5,88,0.46,148,112,0.57,48,234,0.22,0.37,229,0.72,0.49,0.6,10,12,293972,135
Matthias Bachinger,2011,0.59,0.72,0.29,0.48,0.45,103,0.36,89,91,0.54,45,171,0.19,0.35,170,0.76,0.49,0.62,4,10,176996,160
Gerald Melzer,2014,0.59,0.61,0.25,0.42,0.48,6,0.32,23,19,0.48,11,30,0.2,0.35,30,0.6,0.44,0.53,0,4,70145,115
Attila Balazs,2012,0.59,0.66,0.3,0.54,0.48,21,0.32,55,38,0.65,23,80,0.15,0.36,82,0.77,0.49,0.61,5,4,47298,184
Patrick Kypson,2017,0.59,0.55,0.21,0.46,0.51,4,0.38,11,8,0.45,3,15,0.2,0.33,14,0.57,0.42,0.51,0,1,55897,663
Andrey Kuznetsov,2013,0.59,0.68,0.3,0.49,0.46,133,0.33,215,190,0.6,80,331,0.19,0.36,321,0.73,0.48,0.6,9,19,310142,135
Andrey Kuznetsov,2012,0.59,0.73,0.3,0.46,0.51,45,0.27,62,75,0.6,29,103,0.19,0.38,104,0.76,0.5,0.62,2,5,128006,135
Steve Darcis,2010,0.59,0.67,0.27,0.5,0.55,32,0.42,52,57,0.48,19,94,0.26,0.38,96,0.72,0.49,0.6,6,6,150447,140
Rogerio Dutra Silva,2016,0.59,0.68,0.23,0.49,0.45,34,0.36,71,50,0.51,40,102,0.18,0.32,103,0.66,0.48,0.6,2,4,17633,125
Fabio Fognini,2011,0.59,0.66,0.33,0.46,0.5,146,0.46,426,383,0.55,226,606,0.29,0.4,604,0.68,0.49,0.58,25,27,589906,20
Martin Klizan,2016,0.59,0.69,0.3,0.48,0.53,126,0.44,256,221,0.62,131,349,0.28,0.39,349,0.72,0.5,0.6,14,15,1051513,128
Fabio Fognini,2009,0.59,0.65,0.31,0.46,0.48,136,0.42,364,299,0.53,173,510,0.25,0.38,502,0.66,0.48,0.57,20,26,365153,20
Pere Riba,2013,0.59,0.73,0.22,0.34,0.4,5,0.2,15,5,0.47,2,23,0.04,0.3,22,0.64,0.44,0.57,0,2,75180,939
Albert Ramos-Vinolas,2012,0.59,0.66,0.3,0.51,0.51,175,0.42,420,360,0.62,184,629,0.24,0.39,625,0.74,0.49,0.6,25,30,527948,24
Alessandro Giannessi,2014,0.59,0.65,0.31,0.36,0.62,4,0.5,12,8,0.5,2,14,0.29,0.41,14,0.57,0.47,0.53,0,1,30324,164
Andrey Golubev,2009,0.59,0.7,0.27,0.51,0.43,99,0.37,173,118,0.63,82,295,0.15,0.33,290,0.78,0.48,0.63,7,19,233672,880
Calvin Hemery,2017,0.59,0.71,0.2,0.45,0.33,3,0.0,10,2,0.8,4,11,0.0,0.24,10,0.8,0.44,0.61,0,1,71883,130
Andrey Golubev,2010,0.59,0.69,0.29,0.51,0.47,179,0.42,247,221,0.6,123,443,0.21,0.35,440,0.78,0.49,0.62,24,21,664752,880
Filip Krajinovic,2012,0.59,0.52,0.3,0.37,0.45,1,0.67,22,12,0.27,6,28,0.29,0.36,27,0.41,0.41,0.46,1,2,44764,27
Marcel Granollers,2009,0.59,0.68,0.32,0.48,0.47,163,0.4,334,291,0.57,112,500,0.23,0.38,492,0.71,0.49,0.6,16,25,331239,129
Filip Krajinovic,2009,0.59,0.56,0.48,0.36,0.4,1,0.57,12,7,0.42,1,11,0.36,0.44,11,0.36,0.46,0.48,0,1,22498,27
Finn Tearney,2017,0.59,0.59,0.21,0.52,0.53,3,0.25,8,8,0.5,3,11,0.18,0.38,11,0.64,0.47,0.56,0,3,13804,848
James Ward,2015,0.59,0.73,0.24,0.49,0.5,124,0.36,119,90,0.65,49,205,0.16,0.34,204,0.79,0.49,0.63,4,12,283552,798
Feliciano Lopez,2013,0.59,0.75,0.28,0.53,0.45,546,0.36,294,299,0.64,174,630,0.17,0.34,637,0.84,0.5,0.66,29,20,818495,30
Fabio Fognini,2010,0.59,0.66,0.31,0.44,0.52,115,0.4,360,315,0.52,188,507,0.25,0.39,510,0.66,0.48,0.57,16,26,375499,20
Nicolas Almagro,2009,0.59,0.75,0.28,0.52,0.49,551,0.4,326,370,0.6,136,710,0.21,0.36,717,0.82,0.51,0.65,30,24,778710,186
Go Soeda,2009,0.59,0.62,0.3,0.41,0.34,4,0.5,27,8,0.56,13,31,0.13,0.31,31,0.61,0.44,0.54,2,3,49364,138
Lamine Ouahab,2012,0.58,0.63,0.18,0.52,0.68,1,0.63,9,8,0.33,3,16,0.31,0.4,18,0.67,0.5,0.59,1,1,20509,517
Gianluigi Quinzi,2017,0.58,0.67,0.26,0.49,0.49,29,0.41,65,37,0.75,12,62,0.24,0.35,64,0.75,0.48,0.59,1,4,80602,335
Evgeny Donskoy,2015,0.58,0.73,0.26,0.49,0.49,51,0.39,71,64,0.65,32,118,0.21,0.36,119,0.79,0.5,0.63,6,6,206910,87
Albano Olivetti,2012,0.58,0.8,0.15,0.46,0.44,64,0.35,20,17,0.7,21,44,0.14,0.26,46,0.87,0.47,0.66,0,2,15383,349
Adrian Menendez-Maceiras,2015,0.58,0.7,0.22,0.53,0.42,30,0.48,42,21,0.6,16,72,0.14,0.31,70,0.76,0.47,0.63,1,4,127871,156
Evgeny Donskoy,2013,0.58,0.73,0.26,0.49,0.47,181,0.33,219,195,0.63,79,417,0.15,0.34,409,0.8,0.49,0.63,13,20,387738,87
Janko Tipsarevic,2013,0.58,0.72,0.27,0.52,0.49,261,0.38,318,266,0.68,93,525,0.19,0.36,532,0.81,0.5,0.64,20,24,775917,153
Luke Saville,2015,0.58,0.6,0.25,0.49,0.36,7,0.33,24,9,0.58,11,30,0.1,0.29,29,0.66,0.43,0.56,0,2,119936,452
Evgeny Donskoy,2011,0.58,0.73,0.24,0.43,0.43,8,0.14,12,14,0.33,5,24,0.08,0.33,25,0.68,0.46,0.6,0,2,72461,87
Janko Tipsarevic,2010,0.58,0.73,0.27,0.54,0.5,306,0.38,254,280,0.63,88,518,0.2,0.36,515,0.82,0.5,0.65,25,23,439773,153
Jaume Munar,2016,0.58,0.5,0.22,0.5,0.59,1,1.0,7,1,0.43,2,9,0.11,0.34,8,0.5,0.42,0.5,0,1,27969,173
Luca Vanni,2015,0.58,0.73,0.24,0.53,0.4,139,0.34,85,53,0.61,41,181,0.1,0.3,180,0.82,0.48,0.65,4,9,233354,324
Dmitry Tursunov,2009,0.58,0.73,0.28,0.49,0.49,191,0.41,235,188,0.65,100,362,0.21,0.36,374,0.78,0.5,0.63,14,17,335096,516
Evgeny Donskoy,2016,0.58,0.68,0.26,0.53,0.45,126,0.36,198,149,0.63,55,314,0.17,0.34,312,0.76,0.49,0.62,7,20,334631,87
Adrian Menendez-Maceiras,2012,0.58,0.61,0.24,0.45,0.36,2,0.2,10,5,0.5,5,14,0.07,0.27,14,0.64,0.42,0.55,0,1,65299,156
Benjamin Becker,2010,0.58,0.76,0.28,0.5,0.47,461,0.41,290,321,0.57,157,656,0.2,0.35,647,0.81,0.5,0.65,29,31,476648,1051
Illya Marchenko,2015,0.58,0.73,0.25,0.5,0.42,62,0.3,78,79,0.65,38,154,0.16,0.32,153,0.82,0.48,0.63,5,7,215865,252
Illya Marchenko,2013,0.58,0.66,0.29,0.44,0.43,13,0.33,36,21,0.56,25,53,0.13,0.34,50,0.68,0.46,0.57,1,4,105583,252
Jerzy Janowicz,2009,0.58,0.75,0.27,0.54,0.42,23,0.42,13,12,0.69,3,31,0.16,0.33,32,0.88,0.5,0.66,2,4,38894,178
Tim Smyczek,2017,0.58,0.67,0.25,0.47,0.47,38,0.33,49,57,0.37,17,101,0.19,0.35,97,0.68,0.47,0.59,1,7,201310,123
Sam Querrey,2012,0.58,0.8,0.27,0.5,0.46,705,0.38,313,373,0.63,236,783,0.18,0.35,796,0.85,0.51,0.67,37,25,783802,14
Illya Marchenko,2017,0.58,0.75,0.24,0.46,0.56,56,0.35,37,57,0.35,29,106,0.19,0.36,106,0.77,0.49,0.63,4,6,171388,252
Benjamin Becker,2017,0.58,0.71,0.28,0.44,0.45,16,0.33,14,12,0.29,14,30,0.13,0.34,30,0.67,0.47,0.6,0,3,60290,1051
Tsung-Hua Yang,2012,0.58,0.73,0.12,0.65,0.43,4,0.33,2,3,0.5,1,15,0.07,0.25,15,0.93,0.48,0.7,1,4,50247,254
Sam Querrey,2016,0.58,0.8,0.26,0.52,0.44,670,0.37,281,293,0.64,159,671,0.16,0.33,681,0.85,0.51,0.68,28,23,1008632,14
Pablo Carreno Busta,2013,0.58,0.65,0.31,0.48,0.5,39,0.42,96,92,0.47,22,157,0.25,0.38,159,0.68,0.48,0.58,7,7,175465,12
Stan Wawrinka,2009,0.58,0.73,0.32,0.52,0.5,330,0.38,345,399,0.66,121,606,0.25,0.39,606,0.81,0.51,0.64,31,20,722403,21
Noah Rubin,2017,0.58,0.68,0.26,0.53,0.56,17,0.48,20,21,0.5,9,45,0.22,0.37,45,0.78,0.49,0.61,1,2,105479,247
James Duckworth,2013,0.58,0.74,0.26,0.48,0.45,135,0.31,98,83,0.62,38,174,0.15,0.34,175,0.79,0.48,0.63,3,7,196026,1051
Di Wu,2014,0.58,0.6,0.19,0.55,0.65,4,0.12,16,17,0.5,7,26,0.08,0.34,27,0.7,0.46,0.58,0,1,7677,249
Grigor Dimitrov,2010,0.58,0.74,0.22,0.4,0.45,17,0.4,13,10,0.54,6,23,0.17,0.29,24,0.75,0.46,0.6,3,2,60301,5
Rogerio Dutra Silva,2017,0.58,0.67,0.32,0.49,0.47,140,0.32,263,254,0.57,120,395,0.21,0.38,387,0.71,0.49,0.6,12,11,100434,125
David Guez,2016,0.58,0.58,0.24,0.51,0.57,1,0.25,10,8,0.5,4,15,0.13,0.38,14,0.64,0.46,0.55,0,1,45722,268
Gilles Simon,2013,0.58,0.68,0.32,0.5,0.52,236,0.41,498,478,0.63,144,712,0.27,0.4,709,0.74,0.5,0.6,36,24,1034185,69
Ante Pavic,2014,0.58,0.76,0.23,0.44,0.38,97,0.27,61,37,0.59,48,102,0.1,0.29,105,0.76,0.47,0.62,2,6,173458,288
Christopher Eubanks,2015,0.58,0.59,0.24,0.4,0.41,5,0.0,11,2,0.64,0,8,0.0,0.29,8,0.5,0.41,0.51,0,1,6050,290
Kyle Edmund,2015,0.58,0.63,0.26,0.49,0.47,26,0.46,55,24,0.6,14,71,0.15,0.34,72,0.69,0.46,0.57,1,5,205656,23
Martin Klizan,2015,0.58,0.7,0.28,0.49,0.48,245,0.38,383,312,0.6,186,621,0.19,0.35,615,0.75,0.48,0.61,30,27,717474,128
Guido Pella,2013,0.58,0.67,0.25,0.48,0.48,76,0.34,153,127,0.51,57,249,0.17,0.34,246,0.7,0.47,0.59,7,13,251559,60
Dustin Brown,2011,0.58,0.74,0.27,0.48,0.44,147,0.36,97,84,0.6,48,182,0.16,0.34,180,0.78,0.49,0.63,2,10,140220,162
Franko Skugor,2010,0.58,0.73,0.32,0.49,0.49,21,0.33,26,43,0.42,9,59,0.24,0.38,60,0.75,0.5,0.63,3,3,59493,292
Jesse Witten,2010,0.58,0.66,0.2,0.49,0.41,12,0.33,21,9,0.52,10,35,0.09,0.29,34,0.71,0.45,0.59,0,2,68208,1055
Rajeev Ram,2009,0.58,0.78,0.25,0.51,0.45,128,0.36,82,81,0.72,37,182,0.16,0.33,178,0.87,0.5,0.67,21,13,114959,1054
Alejandro Gonzalez,2016,0.58,0.6,0.26,0.52,0.49,11,0.5,31,16,0.58,8,42,0.19,0.37,42,0.69,0.47,0.57,1,6,101822,308
Jan-Lennard Struff,2014,0.58,0.74,0.26,0.5,0.5,198,0.37,187,180,0.6,74,375,0.18,0.35,376,0.8,0.49,0.64,15,17,411560,61
Rajeev Ram,2012,0.58,0.75,0.26,0.48,0.45,82,0.35,91,79,0.62,40,164,0.17,0.34,163,0.79,0.49,0.63,22,16,124690,1054
Finn Tearney,2016,0.58,0.42,0.36,0.5,0.44,1,0.33,7,6,0.29,2,9,0.22,0.4,8,0.38,0.42,0.45,2,1,18800,848
Bradley Klahn,2011,0.58,0.62,0.07,0.43,0.41,1,0.0,5,1,0.4,4,9,0.0,0.22,8,0.63,0.38,0.54,0,1,16990,165
Joao Sousa,2017,0.58,0.72,0.29,0.49,0.48,234,0.39,368,337,0.6,143,636,0.21,0.37,643,0.77,0.49,0.62,25,32,704604,64
Rhyne Williams,2013,0.58,0.72,0.22,0.49,0.51,143,0.33,126,89,0.58,59,212,0.14,0.33,210,0.75,0.48,0.62,3,1,15058,1443
Joao Souza,2016,0.58,0.81,0.21,0.51,0.38,26,0.43,12,7,0.5,6,34,0.09,0.27,34,0.82,0.48,0.68,1,2,84753,305
Teymuraz Gabashvili,2016,0.58,0.71,0.29,0.48,0.48,139,0.4,258,232,0.62,136,390,0.24,0.37,384,0.74,0.49,0.61,13,22,465808,301
Joao Souza,2017,0.58,0.8,0.2,0.48,0.42,30,0.27,20,15,0.55,13,45,0.09,0.3,44,0.8,0.48,0.67,1,3,71630,305
Donald Young,2016,0.58,0.71,0.29,0.5,0.5,141,0.37,269,263,0.61,143,456,0.21,0.37,457,0.77,0.5,0.62,18,21,460910,131
Dominic Thiem,2014,0.58,0.71,0.29,0.51,0.5,193,0.37,320,339,0.6,129,564,0.22,0.37,555,0.77,0.5,0.63,22,23,717536,7
Andreas Seppi,2011,0.58,0.71,0.29,0.51,0.5,243,0.41,325,331,0.57,118,602,0.23,0.38,603,0.77,0.5,0.62,25,24,528287,62
Thiemo de Bakker,2014,0.58,0.76,0.28,0.48,0.45,104,0.32,62,68,0.6,26,131,0.17,0.34,130,0.81,0.49,0.64,6,8,137521,311
Marton Fucsovics,2013,0.58,0.69,0.32,0.52,0.52,11,0.4,12,15,0.5,9,22,0.27,0.4,23,0.74,0.51,0.62,2,3,43733,59
Kyle Edmund,2017,0.58,0.74,0.27,0.53,0.52,315,0.39,339,398,0.63,162,714,0.22,0.37,728,0.83,0.51,0.65,30,30,952700,23
Borna Coric,2014,0.58,0.73,0.28,0.55,0.51,82,0.39,66,83,0.65,30,141,0.23,0.37,143,0.84,0.51,0.65,7,6,228517,39
Philipp Kohlschreiber,2011,0.58,0.72,0.28,0.53,0.49,320,0.39,357,335,0.65,150,642,0.2,0.36,636,0.8,0.5,0.64,31,27,699649,40
Andrey Kuznetsov,2009,0.58,0.68,0.28,0.5,0.47,13,0.3,21,20,0.48,7,39,0.15,0.36,38,0.71,0.47,0.6,1,2,33502,135
Rogerio Dutra Silva,2015,0.58,0.57,0.31,0.43,0.58,9,0.64,34,14,0.56,10,32,0.28,0.42,31,0.52,0.47,0.51,1,2,6373,125
Vasek Pospisil,2015,0.58,0.78,0.24,0.53,0.42,496,0.39,260,222,0.67,151,602,0.14,0.32,617,0.86,0.5,0.67,25,23,856816,77
Ricardas Berankis,2017,0.58,0.65,0.28,0.52,0.49,37,0.38,83,84,0.49,34,153,0.21,0.36,148,0.72,0.48,0.6,5,7,287301,89
Daniel Gimeno-Traver,2013,0.58,0.71,0.29,0.48,0.48,229,0.38,323,276,0.59,150,526,0.2,0.36,514,0.75,0.49,0.61,14,27,436808,272
Daniel Gimeno-Traver,2012,0.58,0.69,0.28,0.49,0.49,95,0.34,138,108,0.59,46,215,0.17,0.35,212,0.74,0.48,0.6,6,12,223979,272
Andrew Whittington,2016,0.58,0.71,0.24,0.42,0.51,12,0.3,12,10,0.33,10,21,0.14,0.32,20,0.6,0.45,0.59,1,1,55741,273
Daniel Munoz de la Nava,2016,0.58,0.67,0.28,0.5,0.46,56,0.28,160,122,0.64,69,216,0.16,0.34,211,0.73,0.47,0.6,3,13,168917,274
Vasek Pospisil,2016,0.58,0.74,0.23,0.48,0.44,257,0.38,180,119,0.55,106,366,0.12,0.31,370,0.78,0.48,0.63,10,23,478228,77
Daniel Munoz de la Nava,2012,0.58,0.64,0.36,0.45,0.55,7,0.39,78,71,0.6,22,86,0.33,0.42,87,0.64,0.49,0.56,3,4,91651,274
Milos Raonic,2009,0.58,0.86,0.28,0.46,0.42,20,0.2,7,5,0.86,3,16,0.06,0.33,16,0.94,0.51,0.69,0,1,16973,22
Marton Fucsovics,2015,0.58,0.66,0.3,0.47,0.44,4,0.45,23,11,0.65,7,24,0.21,0.35,23,0.65,0.47,0.58,6,2,82030,59
James Ward,2010,0.58,0.71,0.25,0.41,0.47,28,0.36,46,25,0.65,21,63,0.14,0.34,59,0.73,0.46,0.59,5,5,57161,798
Aljaz Bedene,2016,0.58,0.74,0.28,0.49,0.48,281,0.37,229,219,0.59,91,425,0.19,0.36,418,0.77,0.49,0.63,12,19,441999,58
Gastao Elias,2011,0.58,0.75,0.35,0.39,0.53,4,0.57,8,7,0.5,5,14,0.29,0.41,14,0.71,0.51,0.6,0,1,43000,110
Stefanos Tsitsipas,2017,0.58,0.77,0.25,0.47,0.43,106,0.33,93,63,0.58,30,173,0.12,0.31,173,0.77,0.48,0.64,4,10,302951,71
Aljaz Bedene,2012,0.58,0.7,0.27,0.43,0.49,39,0.34,51,35,0.63,25,69,0.17,0.35,67,0.72,0.47,0.59,4,4,121222,58
Nikola Cacic,2016,0.58,0.6,0.18,0.46,0.45,2,0.57,16,7,0.5,5,23,0.17,0.31,23,0.65,0.44,0.54,0,0,1527,466
Aljaz Bedene,2011,0.58,0.82,0.21,0.49,0.42,18,0.33,7,6,0.43,5,20,0.1,0.29,19,0.79,0.48,0.68,1,2,41244,58
Dustin Brown,2017,0.58,0.71,0.26,0.5,0.41,196,0.37,177,133,0.55,145,354,0.14,0.31,348,0.77,0.47,0.62,10,20,449350,162
Lukas Rosol,2013,0.58,0.73,0.28,0.49,0.47,319,0.34,324,309,0.63,151,544,0.19,0.36,547,0.78,0.49,0.63,23,27,560873,284
Elias Ymer,2016,0.58,0.65,0.24,0.49,0.42,40,0.28,75,46,0.57,31,109,0.12,0.32,106,0.7,0.45,0.58,2,9,105992,133
Sam Groth,2016,0.58,0.77,0.25,0.45,0.39,275,0.38,118,68,0.6,107,217,0.12,0.3,218,0.78,0.48,0.63,4,16,248788,286
Diego Schwartzman,2015,0.58,0.64,0.31,0.5,0.52,88,0.44,255,242,0.52,99,390,0.27,0.39,386,0.68,0.49,0.58,11,22,374619,15
Josko Topic,2013,0.58,0.48,0.29,0.21,0.41,1,1.0,12,1,0.42,12,6,0.17,0.35,7,0.0,0.36,0.37,0,1,9530,1411
Steve Darcis,2011,0.58,0.7,0.29,0.5,0.5,68,0.41,106,111,0.58,49,183,0.25,0.38,182,0.75,0.5,0.61,9,6,184831,140
Thanasi Kokkinakis,2017,0.58,0.76,0.22,0.48,0.44,141,0.41,108,54,0.69,68,182,0.12,0.3,178,0.81,0.48,0.64,6,7,240108,150
Collin Altamirano,2013,0.58,0.63,0.14,0.26,0.38,3,0.0,12,0,0.42,3,11,0.0,0.24,12,0.42,0.37,0.47,0,1,34080,582
Jordan Thompson,2016,0.58,0.75,0.26,0.51,0.45,76,0.35,85,75,0.58,36,171,0.15,0.33,172,0.79,0.49,0.65,3,10,278131,99
Yen-Hsun Lu,2015,0.58,0.71,0.28,0.52,0.5,176,0.39,252,231,0.59,88,435,0.21,0.37,435,0.76,0.5,0.63,19,21,460007,98
Feliciano Lopez,2016,0.58,0.77,0.28,0.51,0.47,583,0.35,314,341,0.65,167,703,0.17,0.35,707,0.84,0.5,0.66,31,24,1068603,30
Andre Ghem,2013,0.58,0.7,0.47,0.43,0.48,3,0.89,17,9,0.65,3,18,0.44,0.47,18,0.67,0.54,0.59,1,1,42370,661
Jan Satral,2016,0.58,0.71,0.27,0.49,0.44,26,0.43,42,21,0.74,13,51,0.18,0.34,50,0.78,0.49,0.62,1,2,136064,367
Vincent Millot,2014,0.58,0.64,0.3,0.45,0.53,21,0.42,41,33,0.59,19,49,0.29,0.39,49,0.65,0.48,0.56,1,2,112900,220
Alexandre Muller,2017,0.58,0.68,0.28,0.46,0.5,4,0.44,20,16,0.65,5,24,0.29,0.37,24,0.71,0.48,0.59,0,1,61831,364
Roberto Bautista Agut,2009,0.58,0.65,0.35,0.46,0.41,0,0.5,9,6,0.44,1,13,0.23,0.38,13,0.62,0.48,0.57,0,1,31717,16
Filip Krajinovic,2013,0.58,0.75,0.27,0.45,0.48,6,0.5,14,2,0.79,1,14,0.07,0.34,14,0.79,0.49,0.63,0,1,28941,27
Ivan Dodig,2010,0.58,0.72,0.31,0.51,0.48,121,0.47,102,92,0.58,45,177,0.24,0.38,182,0.76,0.51,0.63,1,3,11604,407
Thomaz Bellucci,2015,0.58,0.72,0.29,0.52,0.51,329,0.38,387,390,0.63,198,690,0.21,0.38,685,0.79,0.51,0.63,30,30,731423,224
Thanasi Kokkinakis,2014,0.58,0.72,0.2,0.5,0.47,60,0.25,58,28,0.59,33,99,0.07,0.3,100,0.76,0.47,0.63,2,7,137844,150
Thomaz Bellucci,2010,0.58,0.72,0.3,0.5,0.51,394,0.42,380,412,0.59,154,713,0.24,0.38,706,0.78,0.5,0.63,34,25,629309,224
Dennis Novak,2016,0.58,0.48,0.2,0.35,0.53,1,0.0,8,2,0.38,5,7,0.0,0.31,7,0.29,0.36,0.43,1,3,65436,194
Igor Sijsling,2016,0.58,0.69,0.32,0.47,0.53,35,0.43,74,74,0.54,30,125,0.26,0.39,126,0.73,0.5,0.6,4,7,183397,391
Feliciano Lopez,2011,0.58,0.78,0.26,0.53,0.44,734,0.34,337,346,0.66,219,782,0.15,0.33,783,0.86,0.5,0.67,36,26,928637,30
Tobias Kamke,2010,0.58,0.66,0.29,0.49,0.53,27,0.36,139,137,0.62,50,190,0.26,0.39,185,0.71,0.49,0.59,7,8,209742,213
Renzo Olivo,2016,0.58,0.68,0.27,0.48,0.48,85,0.36,152,115,0.62,88,220,0.19,0.36,220,0.74,0.49,0.6,8,9,236126,189
Bjorn Fratangelo,2017,0.58,0.68,0.25,0.51,0.5,91,0.44,147,108,0.58,72,251,0.19,0.35,246,0.75,0.48,0.61,8,11,312231,107
Lukas Lacko,2011,0.58,0.67,0.26,0.51,0.46,68,0.42,109,66,0.63,37,158,0.18,0.33,159,0.75,0.48,0.6,4,9,167504,106
Lukas Lacko,2013,0.58,0.7,0.27,0.47,0.49,154,0.37,196,162,0.57,76,320,0.19,0.36,318,0.73,0.48,0.61,14,17,332405,106
Lukas Lacko,2014,0.58,0.71,0.25,0.51,0.46,137,0.44,161,124,0.55,72,317,0.17,0.33,313,0.77,0.48,0.62,14,18,316909,106
Lukas Lacko,2016,0.58,0.71,0.23,0.5,0.48,63,0.54,82,52,0.57,36,152,0.18,0.33,149,0.77,0.48,0.62,4,7,240526,106
Lukas Lacko,2017,0.58,0.73,0.25,0.54,0.47,123,0.36,98,83,0.6,37,201,0.15,0.34,206,0.81,0.49,0.65,7,10,321504,106
Reda El Amrani,2016,0.58,0.65,0.19,0.4,0.52,5,0.17,18,6,0.78,10,10,0.1,0.32,11,0.64,0.45,0.54,0,1,8209,1182
Alexander Bublik,2017,0.58,0.75,0.26,0.42,0.45,84,0.36,41,42,0.49,37,77,0.19,0.34,79,0.73,0.48,0.61,3,3,217759,143
Yuichi Sugita,2012,0.58,0.65,0.29,0.53,0.45,10,0.26,30,34,0.63,8,50,0.18,0.36,49,0.78,0.48,0.6,2,3,103105,43
Cameron Norrie,2017,0.58,0.64,0.25,0.52,0.45,25,0.28,42,25,0.5,24,63,0.11,0.32,64,0.67,0.46,0.59,2,4,225310,104
Brydan Klein,2009,0.58,0.71,0.25,0.45,0.56,23,0.45,26,33,0.42,16,51,0.29,0.39,50,0.7,0.49,0.6,0,3,8212,399
Reilly Opelka,2017,0.58,0.75,0.18,0.54,0.42,158,0.27,55,45,0.64,42,132,0.09,0.28,130,0.85,0.47,0.66,1,8,177579,211
Reilly Opelka,2016,0.58,0.79,0.17,0.6,0.44,134,0.24,43,38,0.79,39,130,0.07,0.28,129,0.93,0.49,0.71,5,5,106786,211
Cedrik-Marcel Stebe,2011,0.58,0.63,0.36,0.44,0.56,23,0.48,76,63,0.55,27,91,0.33,0.42,92,0.63,0.49,0.55,4,4,191295,101
